# started on Wed Jul 29 22:23:25 2026

10.009678344,7743863442,,slots,measured.slice/glm-rep-google-r10.scope,407680306,100.00,,
10.009678344,2337848762,,topdown-retiring,measured.slice/glm-rep-google-r10.scope,407680306,100.00,,
10.009678344,1466131949,,topdown-bad-spec,measured.slice/glm-rep-google-r10.scope,407680306,100.00,,
10.009678344,2895252159,,topdown-fe-bound,measured.slice/glm-rep-google-r10.scope,407680306,100.00,,
10.009678344,1051761150,,topdown-be-bound,measured.slice/glm-rep-google-r10.scope,407680306,100.00,,
10.009678344,91749065,,topdown-heavy-ops,measured.slice/glm-rep-google-r10.scope,407680306,100.00,,
10.009678344,1358960073,,topdown-br-mispredict,measured.slice/glm-rep-google-r10.scope,407680306,100.00,,
10.009678344,1871157736,,topdown-fetch-lat,measured.slice/glm-rep-google-r10.scope,407680306,100.00,,
10.009678344,588914612,,topdown-mem-bound,measured.slice/glm-rep-google-r10.scope,407680306,100.00,,
10.009678344,138852639312,,slots,measured.slice/docker-b42f67fa1562a54d5ace427c07a6d712a6c4cb871a317417f65d0b828c2177ff.scope,8236238624,100.00,,
10.009678344,41880897748,,topdown-retiring,measured.slice/docker-b42f67fa1562a54d5ace427c07a6d712a6c4cb871a317417f65d0b828c2177ff.scope,8236238624,100.00,,
10.009678344,25179558639,,topdown-bad-spec,measured.slice/docker-b42f67fa1562a54d5ace427c07a6d712a6c4cb871a317417f65d0b828c2177ff.scope,8236238624,100.00,,
10.009678344,41856344679,,topdown-fe-bound,measured.slice/docker-b42f67fa1562a54d5ace427c07a6d712a6c4cb871a317417f65d0b828c2177ff.scope,8236238624,100.00,,
10.009678344,30568416742,,topdown-be-bound,measured.slice/docker-b42f67fa1562a54d5ace427c07a6d712a6c4cb871a317417f65d0b828c2177ff.scope,8236238624,100.00,,
10.009678344,3263972499,,topdown-heavy-ops,measured.slice/docker-b42f67fa1562a54d5ace427c07a6d712a6c4cb871a317417f65d0b828c2177ff.scope,8236238624,100.00,,
10.009678344,24356588436,,topdown-br-mispredict,measured.slice/docker-b42f67fa1562a54d5ace427c07a6d712a6c4cb871a317417f65d0b828c2177ff.scope,8236238624,100.00,,
10.009678344,23968729751,,topdown-fetch-lat,measured.slice/docker-b42f67fa1562a54d5ace427c07a6d712a6c4cb871a317417f65d0b828c2177ff.scope,8236238624,100.00,,
10.009678344,17093848308,,topdown-mem-bound,measured.slice/docker-b42f67fa1562a54d5ace427c07a6d712a6c4cb871a317417f65d0b828c2177ff.scope,8236238624,100.00,,
20.019676501,15303759498,,slots,measured.slice/glm-rep-google-r10.scope,803091436,100.00,,
20.019676501,6183296238,,topdown-retiring,measured.slice/glm-rep-google-r10.scope,803091436,100.00,,
20.019676501,2009633393,,topdown-bad-spec,measured.slice/glm-rep-google-r10.scope,803091436,100.00,,
20.019676501,3362684234,,topdown-fe-bound,measured.slice/glm-rep-google-r10.scope,803091436,100.00,,
20.019676501,3704853775,,topdown-be-bound,measured.slice/glm-rep-google-r10.scope,803091436,100.00,,
20.019676501,180303147,,topdown-heavy-ops,measured.slice/glm-rep-google-r10.scope,803091436,100.00,,
20.019676501,1793696657,,topdown-br-mispredict,measured.slice/glm-rep-google-r10.scope,803091436,100.00,,
20.019676501,1535415611,,topdown-fetch-lat,measured.slice/glm-rep-google-r10.scope,803091436,100.00,,
20.019676501,2814860868,,topdown-mem-bound,measured.slice/glm-rep-google-r10.scope,803091436,100.00,,
20.019676501,345272225274,,slots,measured.slice/docker-b42f67fa1562a54d5ace427c07a6d712a6c4cb871a317417f65d0b828c2177ff.scope,20322657151,100.00,,
20.019676501,111033552325,,topdown-retiring,measured.slice/docker-b42f67fa1562a54d5ace427c07a6d712a6c4cb871a317417f65d0b828c2177ff.scope,20322657151,100.00,,
20.019676501,65199998994,,topdown-bad-spec,measured.slice/docker-b42f67fa1562a54d5ace427c07a6d712a6c4cb871a317417f65d0b828c2177ff.scope,20322657151,100.00,,
20.019676501,92708346107,,topdown-fe-bound,measured.slice/docker-b42f67fa1562a54d5ace427c07a6d712a6c4cb871a317417f65d0b828c2177ff.scope,20322657151,100.00,,
20.019676501,80350857332,,topdown-be-bound,measured.slice/docker-b42f67fa1562a54d5ace427c07a6d712a6c4cb871a317417f65d0b828c2177ff.scope,20322657151,100.00,,
20.019676501,8059954497,,topdown-heavy-ops,measured.slice/docker-b42f67fa1562a54d5ace427c07a6d712a6c4cb871a317417f65d0b828c2177ff.scope,20322657151,100.00,,
20.019676501,63004190844,,topdown-br-mispredict,measured.slice/docker-b42f67fa1562a54d5ace427c07a6d712a6c4cb871a317417f65d0b828c2177ff.scope,20322657151,100.00,,
20.019676501,50899004935,,topdown-fetch-lat,measured.slice/docker-b42f67fa1562a54d5ace427c07a6d712a6c4cb871a317417f65d0b828c2177ff.scope,20322657151,100.00,,
20.019676501,42703206659,,topdown-mem-bound,measured.slice/docker-b42f67fa1562a54d5ace427c07a6d712a6c4cb871a317417f65d0b828c2177ff.scope,20322657151,100.00,,
30.029668847,1643455188,,slots,measured.slice/glm-rep-google-r10.scope,86802110,100.00,,
30.029668847,832611852,,topdown-retiring,measured.slice/glm-rep-google-r10.scope,86802110,100.00,,
30.029668847,256961738,,topdown-bad-spec,measured.slice/glm-rep-google-r10.scope,86802110,100.00,,
30.029668847,339851147,,topdown-fe-bound,measured.slice/glm-rep-google-r10.scope,86802110,100.00,,
30.029668847,201411900,,topdown-be-bound,measured.slice/glm-rep-google-r10.scope,86802110,100.00,,
30.029668847,19319886,,topdown-heavy-ops,measured.slice/glm-rep-google-r10.scope,86802110,100.00,,
