1786120140.240462 usage_usec 452485 user_usec 410440 system_usec 42045 
1786120140.342741 usage_usec 452485 user_usec 410440 system_usec 42045 
1786120140.444972 usage_usec 454259 user_usec 411234 system_usec 43024 
1786120140.547182 usage_usec 454259 user_usec 411234 system_usec 43024 
1786120140.649468 usage_usec 454259 user_usec 411234 system_usec 43024 
1786120140.751600 usage_usec 461707 user_usec 416638 system_usec 45069 
1786120140.853722 usage_usec 465175 user_usec 420061 system_usec 45113 
1786120140.955801 usage_usec 467372 user_usec 420061 system_usec 47310 
1786120141.057893 usage_usec 473347 user_usec 421309 system_usec 52038 
1786120141.160018 usage_usec 517865 user_usec 446746 system_usec 71118 
1786120141.262187 usage_usec 571885 user_usec 469368 system_usec 102517 
1786120141.364359 usage_usec 576420 user_usec 471799 system_usec 104620 
1786120141.466532 usage_usec 581430 user_usec 473981 system_usec 107449 
1786120141.568658 usage_usec 599096 user_usec 483924 system_usec 115172 
1786120141.670717 usage_usec 606481 user_usec 488217 system_usec 118263 
1786120141.773180 usage_usec 612177 user_usec 489136 system_usec 123040 
1786120141.875309 usage_usec 620148 user_usec 496320 system_usec 123828 
1786120141.977389 usage_usec 624717 user_usec 499774 system_usec 124943 
1786120142.079512 usage_usec 634799 user_usec 508446 system_usec 126353 
1786120142.181656 usage_usec 642097 user_usec 514080 system_usec 128016 
1786120142.283807 usage_usec 647974 user_usec 517172 system_usec 130802 
1786120142.386005 usage_usec 653705 user_usec 519148 system_usec 134556 
1786120142.488088 usage_usec 674421 user_usec 533916 system_usec 140504 
1786120142.590234 usage_usec 686636 user_usec 540650 system_usec 145985 
1786120142.692286 usage_usec 704645 user_usec 553433 system_usec 151211 
1786120142.794354 usage_usec 716662 user_usec 563667 system_usec 152995 
1786120142.896547 usage_usec 753946 user_usec 591883 system_usec 162063 
1786120142.998610 usage_usec 778684 user_usec 613478 system_usec 165206 
1786120143.100680 usage_usec 784643 user_usec 618234 system_usec 166409 
1786120143.202809 usage_usec 825300 user_usec 649962 system_usec 175338 
1786120143.305050 usage_usec 845021 user_usec 666538 system_usec 178483 
1786120143.407352 usage_usec 853093 user_usec 671369 system_usec 181724 
1786120143.509437 usage_usec 857344 user_usec 672763 system_usec 184581 
1786120143.611524 usage_usec 883279 user_usec 693500 system_usec 189778 
1786120143.713541 usage_usec 888848 user_usec 696937 system_usec 191910 
1786120143.815621 usage_usec 908995 user_usec 713056 system_usec 195939 
1786120143.917789 usage_usec 916403 user_usec 718589 system_usec 197813 
1786120144.019781 usage_usec 941291 user_usec 739297 system_usec 201993 
1786120144.122106 usage_usec 947328 user_usec 743319 system_usec 204008 
1786120144.224204 usage_usec 987346 user_usec 775916 system_usec 211429 
1786120144.326339 usage_usec 1007286 user_usec 794906 system_usec 212379 
1786120144.428429 usage_usec 1017333 user_usec 802517 system_usec 214815 
1786120144.530632 usage_usec 1030993 user_usec 814261 system_usec 216731 
1786120144.632841 usage_usec 1047887 user_usec 826959 system_usec 220927 
1786120144.735018 usage_usec 1055814 user_usec 832469 system_usec 223345 
1786120144.837233 usage_usec 1077142 user_usec 850963 system_usec 226179 
1786120144.939447 usage_usec 1091242 user_usec 854147 system_usec 237094 
1786120145.041589 usage_usec 1115520 user_usec 874381 system_usec 241138 
1786120145.143681 usage_usec 1128088 user_usec 882807 system_usec 245280 
1786120145.245703 usage_usec 1185517 user_usec 927135 system_usec 258381 
1786120145.347734 usage_usec 1186271 user_usec 927889 system_usec 258381 
1786120145.449852 usage_usec 1211133 user_usec 947843 system_usec 263289 
1786120145.552083 usage_usec 1217787 user_usec 951775 system_usec 266011 
1786120145.654241 usage_usec 1224839 user_usec 957159 system_usec 267680 
1786120145.756368 usage_usec 1250982 user_usec 979074 system_usec 271908 
1786120145.858510 usage_usec 1313341 user_usec 1035460 system_usec 277880 
1786120145.960602 usage_usec 1415081 user_usec 1133483 system_usec 281598 
1786120146.062713 usage_usec 1517709 user_usec 1228139 system_usec 289569 
1786120146.165072 usage_usec 1620047 user_usec 1316667 system_usec 303379 
1786120146.267517 usage_usec 1722047 user_usec 1412806 system_usec 309240 
1786120146.369696 usage_usec 1824024 user_usec 1513960 system_usec 310063 
1786120146.471866 usage_usec 1927024 user_usec 1611068 system_usec 315955 
1786120146.573984 usage_usec 2029023 user_usec 1699092 system_usec 329930 
