1786119757.485321 cpu0 821670 280 383882 19329622 27063 0 7413
1786119757.485321 cpu1 890330 185 419040 19237433 25648 0 6416
1786119757.485321 cpu2 520902 4 225972 19860356 31169 0 3153
1786119757.485321 cpu3 448108 12 205640 19967242 27234 0 3489
1786119757.485321 cpu4 274918 0 26806 20380775 18349 0 54
1786119757.485321 cpu5 279842 0 23661 20405431 936 0 10
1786119757.485321 cpu6 279062 0 21791 20412558 119 0 3
1786119757.485321 cpu7 1488114 0 146407 19076431 1292 0 91
1786119757.485321 cpu8 278091 0 29459 20406436 355 0 85
1786119757.485321 cpu9 280003 0 26088 20408587 237 0 4
1786119757.485321 cpu10 282563 0 21872 20409832 42 0 3
1786119757.485321 cpu11 280622 0 20957 20412181 44 0 2
1786119757.485321 cpu12 674949 181 343438 19599679 18644 0 2732
1786119757.485321 cpu13 673711 435 351227 19590445 17885 0 3381
1786119757.485321 cpu14 451370 1 194402 19989873 22430 0 1127
1786119757.485321 cpu15 424946 5 188976 20024732 23223 0 1001
1786119757.588612 cpu0 821670 280 383883 19329632 27063 0 7413
1786119757.588612 cpu1 890335 185 419046 19237433 25648 0 6416
1786119757.588612 cpu2 520903 4 225973 19860366 31169 0 3153
1786119757.588612 cpu3 448108 12 205640 19967251 27234 0 3489
1786119757.588612 cpu4 274918 0 26806 20380785 18349 0 54
1786119757.588612 cpu5 279842 0 23661 20405441 936 0 10
1786119757.588612 cpu6 279062 0 21791 20412568 119 0 3
1786119757.588612 cpu7 1488114 0 146407 19076442 1292 0 91
1786119757.588612 cpu8 278101 0 29460 20406436 355 0 85
1786119757.588612 cpu9 280003 0 26088 20408597 237 0 4
1786119757.588612 cpu10 282563 0 21872 20409842 42 0 3
1786119757.588612 cpu11 280622 0 20957 20412192 44 0 2
1786119757.588612 cpu12 674950 181 343442 19599685 18644 0 2732
1786119757.588612 cpu13 673712 435 351227 19590455 17885 0 3381
1786119757.588612 cpu14 451371 1 194403 19989881 22430 0 1127
1786119757.588612 cpu15 424950 5 188980 20024735 23223 0 1001
1786119757.690957 cpu0 821671 280 383884 19329641 27063 0 7413
1786119757.690957 cpu1 890339 185 419052 19237434 25648 0 6416
1786119757.690957 cpu2 520903 4 225973 19860376 31169 0 3153
1786119757.690957 cpu3 448110 12 205642 19967258 27234 0 3489
1786119757.690957 cpu4 274918 0 26806 20380796 18349 0 54
1786119757.690957 cpu5 279842 0 23661 20405451 936 0 10
1786119757.690957 cpu6 279062 0 21791 20412578 119 0 3
1786119757.690957 cpu7 1488114 0 146407 19076452 1292 0 91
1786119757.690957 cpu8 278102 0 29460 20406444 355 0 85
1786119757.690957 cpu9 280003 0 26088 20408607 237 0 4
1786119757.690957 cpu10 282563 0 21872 20409853 42 0 3
1786119757.690957 cpu11 280622 0 20957 20412202 44 0 2
1786119757.690957 cpu12 674950 181 343443 19599694 18644 0 2732
1786119757.690957 cpu13 673713 435 351227 19590464 17885 0 3381
1786119757.690957 cpu14 451372 1 194404 19989890 22430 0 1127
1786119757.690957 cpu15 424952 5 188985 20024737 23223 0 1001
1786119757.793302 cpu0 821674 280 383890 19329641 27063 0 7413
1786119757.793302 cpu1 890342 185 419059 19237434 25648 0 6416
1786119757.793302 cpu2 520903 4 225974 19860385 31169 0 3153
1786119757.793302 cpu3 448110 12 205642 19967267 27234 0 3489
1786119757.793302 cpu4 274918 0 26806 20380806 18349 0 54
1786119757.793302 cpu5 279842 0 23661 20405462 936 0 10
1786119757.793302 cpu6 279062 0 21791 20412589 119 0 3
1786119757.793302 cpu7 1488114 0 146407 19076462 1292 0 91
1786119757.793302 cpu8 278103 0 29460 20406454 355 0 85
1786119757.793302 cpu9 280003 0 26088 20408617 238 0 4
1786119757.793302 cpu10 282563 0 21872 20409863 42 0 3
1786119757.793302 cpu11 280622 0 20957 20412212 44 0 2
1786119757.793302 cpu12 674950 181 343443 19599704 18644 0 2732
1786119757.793302 cpu13 673713 435 351227 19590474 17885 0 3381
1786119757.793302 cpu14 451372 1 194404 19989900 22430 0 1127
1786119757.793302 cpu15 424952 5 188986 20024747 23223 0 1001
1786119757.895739 cpu0 821674 280 383891 19329650 27063 0 7413
1786119757.895739 cpu1 890347 185 419064 19237434 25648 0 6416
1786119757.895739 cpu2 520903 4 225974 19860394 31170 0 3153
1786119757.895739 cpu3 448111 12 205644 19967275 27234 0 3489
1786119757.895739 cpu4 274918 0 26806 20380816 18349 0 54
1786119757.895739 cpu5 279842 0 23661 20405472 936 0 10
1786119757.895739 cpu6 279062 0 21791 20412599 119 0 3
1786119757.895739 cpu7 1488114 0 146407 19076472 1292 0 91
1786119757.895739 cpu8 278103 0 29460 20406464 355 0 85
1786119757.895739 cpu9 280003 0 26088 20408627 238 0 4
1786119757.895739 cpu10 282563 0 21872 20409873 42 0 3
1786119757.895739 cpu11 280622 0 20957 20412222 44 0 2
1786119757.895739 cpu12 674954 181 343449 19599704 18644 0 2732
1786119757.895739 cpu13 673713 435 351228 19590483 17885 0 3381
1786119757.895739 cpu14 451372 1 194404 19989910 22430 0 1127
1786119757.895739 cpu15 424952 5 188986 20024757 23223 0 1001
1786119757.998146 cpu0 821675 280 383892 19329659 27063 0 7413
1786119757.998146 cpu1 890347 185 419066 19237442 25648 0 6416
1786119757.998146 cpu2 520903 4 225974 19860404 31170 0 3153
1786119757.998146 cpu3 448111 12 205645 19967285 27234 0 3489
1786119757.998146 cpu4 274918 0 26806 20380826 18349 0 54
1786119757.998146 cpu5 279842 0 23661 20405482 936 0 10
1786119757.998146 cpu6 279062 0 21791 20412609 119 0 3
1786119757.998146 cpu7 1488114 0 146407 19076482 1292 0 91
1786119757.998146 cpu8 278103 0 29460 20406474 355 0 85
1786119757.998146 cpu9 280003 0 26088 20408637 238 0 4
1786119757.998146 cpu10 282563 0 21872 20409883 42 0 3
1786119757.998146 cpu11 280622 0 20957 20412233 44 0 2
1786119757.998146 cpu12 674954 181 343451 19599712 18644 0 2732
1786119757.998146 cpu13 673714 435 351228 19590492 17885 0 3381
1786119757.998146 cpu14 451372 1 194405 19989919 22430 0 1127
1786119757.998146 cpu15 424952 5 188986 20024767 23223 0 1001
1786119758.100430 cpu0 821675 280 383892 19329669 27063 0 7413
1786119758.100430 cpu1 890347 185 419067 19237451 25648 0 6416
1786119758.100430 cpu2 520904 4 225975 19860413 31170 0 3153
1786119758.100430 cpu3 448111 12 205645 19967295 27234 0 3489
1786119758.100430 cpu4 274918 0 26806 20380836 18349 0 54
1786119758.100430 cpu5 279842 0 23661 20405492 936 0 10
1786119758.100430 cpu6 279062 0 21791 20412619 119 0 3
1786119758.100430 cpu7 1488114 0 146407 19076493 1292 0 91
