1785356078.155026933	950783	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356078.155026933	950885	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356078.155026933	950887	bash 
1785356078.661277534	950783	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356078.661277534	950885	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356078.661277534	950887	bash 
1785356079.167614345	950783	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356079.167614345	950885	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356079.167614345	950887	bash 
1785356079.673800265	950783	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356079.673800265	950885	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356079.673800265	950887	bash 
1785356080.180102089	950783	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356080.180102089	950885	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356080.180102089	950887	bash 
1785356080.686297300	950783	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356080.686297300	950885	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356080.686297300	950887	bash 
1785356081.192499269	950783	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356081.192499269	950885	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356081.192499269	950887	bash 
1785356081.698727529	950783	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356081.698727529	950885	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356081.698727529	950887	bash 
1785356082.204844453	950783	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356082.204844453	950885	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356082.204844453	950887	bash 
1785356082.710911291	950783	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356082.710911291	950885	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356082.710911291	950887	bash 
1785356083.216997515	950783	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356083.216997515	950885	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356083.216997515	950887	bash 
1785356083.723101905	950783	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356083.723101905	950885	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356083.723101905	950887	bash 
1785356084.229093200	950783	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356084.229093200	950885	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356084.229093200	950887	bash 
1785356084.735143380	950783	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356084.735143380	950885	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356084.735143380	950887	bash 
1785356085.241283084	950783	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356085.241283084	950885	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356085.241283084	950887	bash 
1785356085.747205282	950783	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356085.747205282	950885	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356085.747205282	950887	bash 
1785356085.747205282	952267	javac -d build /tmp/Repro.java -cp /testbed/gson/src/main/java 
1785356085.747205282	952268	head -40 
1785356086.256372107	950783	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356086.256372107	950885	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356086.256372107	950887	bash 
1785356086.256372107	952267	javac -d build /tmp/Repro.java -cp /testbed/gson/src/main/java 
1785356086.256372107	952268	head -40 
1785356086.765914632	950783	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356086.765914632	950885	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356086.765914632	950887	bash 
1785356087.272023268	950783	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356087.272023268	950885	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356087.272023268	950887	bash 
1785356087.778093627	950783	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356087.778093627	950885	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356087.778093627	950887	bash 
1785356088.284994135	950783	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356088.284994135	950885	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356088.284994135	950887	bash 
1785356088.791404579	950783	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356088.791404579	950885	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356088.791404579	950887	bash 
1785356089.297606681	950783	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356089.297606681	950885	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356089.297606681	950887	bash 
1785356089.803833437	950783	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356089.803833437	950885	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356089.803833437	950887	bash 
1785356090.310538182	950783	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356090.310538182	950885	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356090.310538182	950887	bash 
1785356090.310538182	953006	javac -d gson/target/classes gson/src/main/java/com/google/gson/stream/JsonReader.java -cp gson/target/classes 
1785356090.310538182	953007	head -20 
1785356090.819563658	950783	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356090.819563658	950885	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356090.819563658	950887	bash 
1785356091.325946783	950783	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356091.325946783	950885	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356091.325946783	950887	bash 
1785356091.832227824	950783	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356091.832227824	950885	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356091.832227824	950887	bash 
1785356092.338556294	950783	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356092.338556294	950885	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
1785356092.338556294	950887	bash 
1785356092.844803610	950783	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 6a42d505-87be-4ec2-87e2-358ad2ceb97e 
