1786120267.683433059	2891099	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 291d8038-1487-47fc-8f44-d6504cdc6fac 
1786120267.683433059	2891186	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 291d8038-1487-47fc-8f44-d6504cdc6fac 
1786120267.683433059	2891187	bash 
1786120268.190118082	2891099	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 291d8038-1487-47fc-8f44-d6504cdc6fac 
1786120268.190118082	2891186	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 291d8038-1487-47fc-8f44-d6504cdc6fac 
1786120268.190118082	2891187	bash 
1786120268.696664665	2891099	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 291d8038-1487-47fc-8f44-d6504cdc6fac 
1786120268.696664665	2891186	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 291d8038-1487-47fc-8f44-d6504cdc6fac 
1786120268.696664665	2891187	bash 
1786120269.203225074	2891099	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 291d8038-1487-47fc-8f44-d6504cdc6fac 
1786120269.203225074	2891186	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 291d8038-1487-47fc-8f44-d6504cdc6fac 
1786120269.203225074	2891187	bash 
1786120269.709838424	2891099	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 291d8038-1487-47fc-8f44-d6504cdc6fac 
1786120269.709838424	2891186	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 291d8038-1487-47fc-8f44-d6504cdc6fac 
1786120269.709838424	2891187	bash 
1786120269.709838424	2891729	python3 /root/tools/edit_anthropic/bin/_state_anthropic 
1786120270.217485525	2891099	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 291d8038-1487-47fc-8f44-d6504cdc6fac 
1786120270.217485525	2891186	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 291d8038-1487-47fc-8f44-d6504cdc6fac 
1786120270.217485525	2891187	bash 
1786120270.724100297	2891099	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 291d8038-1487-47fc-8f44-d6504cdc6fac 
1786120270.724100297	2891186	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 291d8038-1487-47fc-8f44-d6504cdc6fac 
1786120270.724100297	2891187	bash 
1786120271.230487041	2891099	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 291d8038-1487-47fc-8f44-d6504cdc6fac 
1786120271.230487041	2891186	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 291d8038-1487-47fc-8f44-d6504cdc6fac 
1786120271.230487041	2891187	bash 
1786120271.737113417	2891099	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 291d8038-1487-47fc-8f44-d6504cdc6fac 
1786120271.737113417	2891186	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 291d8038-1487-47fc-8f44-d6504cdc6fac 
1786120271.737113417	2891187	bash 
1786120272.243736110	2891099	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 291d8038-1487-47fc-8f44-d6504cdc6fac 
1786120272.243736110	2891186	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 291d8038-1487-47fc-8f44-d6504cdc6fac 
1786120272.243736110	2891187	bash 
1786120272.750334337	2891099	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 291d8038-1487-47fc-8f44-d6504cdc6fac 
1786120272.750334337	2891186	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 291d8038-1487-47fc-8f44-d6504cdc6fac 
1786120272.750334337	2891187	bash 
1786120273.256836904	2891099	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 291d8038-1487-47fc-8f44-d6504cdc6fac 
1786120273.256836904	2891186	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 291d8038-1487-47fc-8f44-d6504cdc6fac 
1786120273.256836904	2891187	bash 
1786120273.256836904	2892442	/usr/local/bin/ruby -e require 'rubocop'; puts RuboCop::Version.version 
1786120273.764439527	2891099	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 291d8038-1487-47fc-8f44-d6504cdc6fac 
1786120273.764439527	2891186	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 291d8038-1487-47fc-8f44-d6504cdc6fac 
1786120273.764439527	2891187	bash 
1786120273.764439527	2892442	/usr/local/bin/ruby -e require 'rubocop'; puts RuboCop::Version.version 
1786120274.271949400	2891099	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 291d8038-1487-47fc-8f44-d6504cdc6fac 
1786120274.271949400	2891186	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 291d8038-1487-47fc-8f44-d6504cdc6fac 
1786120274.271949400	2891187	bash 
1786120274.271949400	2892652	/usr/local/bin/ruby /tmp/repro.rb 
1786120274.779434258	2891099	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 291d8038-1487-47fc-8f44-d6504cdc6fac 
1786120274.779434258	2891186	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 291d8038-1487-47fc-8f44-d6504cdc6fac 
1786120274.779434258	2891187	bash 
1786120274.779434258	2892652	/usr/local/bin/ruby /tmp/repro.rb 
1786120275.287290300	2891099	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 291d8038-1487-47fc-8f44-d6504cdc6fac 
1786120275.287290300	2891186	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 291d8038-1487-47fc-8f44-d6504cdc6fac 
1786120275.287290300	2891187	bash 
1786120275.793986406	2891099	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 291d8038-1487-47fc-8f44-d6504cdc6fac 
1786120275.793986406	2891186	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 291d8038-1487-47fc-8f44-d6504cdc6fac 
1786120275.793986406	2891187	bash 
1786120275.793986406	2892887	/usr/local/bundle/bin/rubocop --only Style/SoleNestedConditional -a /tmp/reprodir/test.rb                          
1786120275.793986406	2892888	head -40 
1786120276.302941405	2891099	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 291d8038-1487-47fc-8f44-d6504cdc6fac 
1786120276.302941405	2891186	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 291d8038-1487-47fc-8f44-d6504cdc6fac 
1786120276.302941405	2891187	bash 
1786120276.302941405	2892887	/usr/local/bundle/bin/rubocop --only Style/SoleNestedConditional -a /tmp/reprodir/test.rb                          
1786120276.302941405	2892888	head -40 
1786120276.811506635	2891099	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 291d8038-1487-47fc-8f44-d6504cdc6fac 
1786120276.811506635	2891186	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 291d8038-1487-47fc-8f44-d6504cdc6fac 
1786120276.811506635	2891187	bash 
1786120277.318674060	2891099	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 291d8038-1487-47fc-8f44-d6504cdc6fac 
1786120277.318674060	2891186	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 291d8038-1487-47fc-8f44-d6504cdc6fac 
1786120277.318674060	2891187	bash 
1786120277.825139469	2891099	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 291d8038-1487-47fc-8f44-d6504cdc6fac 
1786120277.825139469	2891186	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 291d8038-1487-47fc-8f44-d6504cdc6fac 
1786120277.825139469	2891187	bash 
1786120278.331448209	2891099	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 291d8038-1487-47fc-8f44-d6504cdc6fac 
1786120278.331448209	2891186	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 291d8038-1487-47fc-8f44-d6504cdc6fac 
1786120278.331448209	2891187	bash 
1786120278.331448209	2893499	python3 /root/tools/edit_anthropic/bin/_state_anthropic 
1786120278.839088197	2891099	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 291d8038-1487-47fc-8f44-d6504cdc6fac 
1786120278.839088197	2891186	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 291d8038-1487-47fc-8f44-d6504cdc6fac 
1786120278.839088197	2891187	bash 
1786120279.345372080	2891099	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 291d8038-1487-47fc-8f44-d6504cdc6fac 
1786120279.345372080	2891186	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 291d8038-1487-47fc-8f44-d6504cdc6fac 
1786120279.345372080	2891187	bash 
1786120279.851603502	2891099	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 291d8038-1487-47fc-8f44-d6504cdc6fac 
1786120279.851603502	2891186	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 291d8038-1487-47fc-8f44-d6504cdc6fac 
1786120279.851603502	2891187	bash 
