win	group	t_start	t_end	alive_after
000	core_ports	1785357932.904782	1785357934.951246	1
001	core_ports	1785357934.957393	1785357936.980046	1
002	core_ports	1785357936.986037	1785357939.008713	1
003	core_ports	1785357939.014863	1785357941.038600	1
004	core_ports	1785357941.044838	1785357943.067165	1
005	core_ports	1785357943.073738	1785357945.095254	1
006	core_ports	1785357945.101488	1785357947.124044	1
007	core_ports	1785357947.130371	1785357949.151706	1
008	core_ports	1785357949.157717	1785357951.180761	1
009	core_ports	1785357951.187656	1785357953.211347	1
010	core_ports	1785357953.218178	1785357955.240346	1
011	core_ports	1785357955.246812	1785357957.269248	1
012	core_ports	1785357957.276103	1785357959.300399	1
013	core_ports	1785357959.306685	1785357961.329405	1
014	core_ports	1785357961.335535	1785357963.357763	1
015	core_ports	1785357963.364309	1785357965.389539	1
016	core_ports	1785357965.396063	1785357967.420779	1
017	core_ports	1785357967.427562	1785357969.451937	1
018	core_ports	1785357969.458757	1785357971.482580	1
019	core_ports	1785357971.488870	1785357973.510192	1
020	core_ports	1785357973.516417	1785357975.538925	1
021	core_ports	1785357975.545034	1785357977.569287	0
