1785358030.019740809	1211125	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 9056d36e-21c0-423f-b9d6-6c5022a2d3ad 
1785358030.019740809	1211211	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 9056d36e-21c0-423f-b9d6-6c5022a2d3ad 
1785358030.019740809	1211213	bash 
1785358030.525874480	1211125	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 9056d36e-21c0-423f-b9d6-6c5022a2d3ad 
1785358030.525874480	1211211	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 9056d36e-21c0-423f-b9d6-6c5022a2d3ad 
1785358030.525874480	1211213	bash 
1785358031.032071869	1211125	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 9056d36e-21c0-423f-b9d6-6c5022a2d3ad 
1785358031.032071869	1211211	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 9056d36e-21c0-423f-b9d6-6c5022a2d3ad 
1785358031.032071869	1211213	bash 
1785358031.538466282	1211125	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 9056d36e-21c0-423f-b9d6-6c5022a2d3ad 
1785358031.538466282	1211211	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 9056d36e-21c0-423f-b9d6-6c5022a2d3ad 
1785358031.538466282	1211213	bash 
1785358032.044671049	1211125	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 9056d36e-21c0-423f-b9d6-6c5022a2d3ad 
1785358032.044671049	1211211	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 9056d36e-21c0-423f-b9d6-6c5022a2d3ad 
1785358032.044671049	1211213	bash 
1785358032.550985954	1211125	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 9056d36e-21c0-423f-b9d6-6c5022a2d3ad 
1785358032.550985954	1211211	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 9056d36e-21c0-423f-b9d6-6c5022a2d3ad 
1785358032.550985954	1211213	bash 
