685307.239130 3
685309.519902 3
685311.780791 3
685314.353732 3
685317.166165 17
685317.383035 3
685320.210429 3
685324.309472 3
685324.360373 6
685324.418014 4
685327.373715 3
685327.429294 8
685327.484671 17
685329.964381 3
685332.686417 3
685335.350968 3
685337.857035 3
685341.752688 3
685341.753316 17
685344.701222 8
685344.755159 3
685347.879407 3
685347.935347 7
685350.376275 4
685352.895164 14
685356.059106 6
685358.608888 15
685358.611530 17
685361.431341 15
685364.449782 15
685369.027433 8
685369.037533 8
685369.196769 15
685372.480211 17
685372.532088 15
685375.324009 15
685378.027097 4
685378.239814 15
685383.955199 15
685384.011981 8
685387.235155 15
685387.345221 17
685391.259946 15
685393.400499 6
685394.255357 15
685397.687633 2
685399.798972 14
685404.728617 21
685404.790829 4
685404.841897 14
685404.842641 8
685407.835231 14
685411.918969 14
685416.303855 14
685419.627484 14
685423.470485 4
685423.577370 14
685428.747589 15
685428.808162 14
685428.810821 9
685428.820922 9
685432.697930 14
685435.831534 6
685435.839188 11
685435.849288 11
685435.859389 11
685435.869490 11
685435.879591 11
685435.889692 11
685435.899793 11
685435.909894 11
685435.919995 11
685435.930096 11
685436.093468 14
685440.161951 4
685440.213499 14
685443.852077 9
685443.906570 14
685446.863287 14
685451.688983 14
685451.749353 9
685451.759454 9
685451.769555 9
685451.779656 9
685451.789757 9
685451.852620 15
685455.567507 14
685456.101873 4
685456.262323 8
685458.619729 14
685465.065563 9
685465.118106 14
685471.803081 2
685475.192286 4
685475.299462 14
685480.366777 6
685480.370726 9
685480.426595 14
685486.548397 14
685489.435183 14
685498.459021 14
685500.464792 2
685501.218053 3
685503.135698 2
685509.525674 14
685515.209098 4
685515.315568 14
685519.725283 14
685524.546880 14
685527.928534 10
685527.929519 9
685528.096346 14
685532.358497 14
685536.633750 4
685536.737932 14
685536.844568 6
685540.891645 2
685541.054304 8
685544.414907 2
685545.374551 9
685549.553152 2
685552.568601 9
685552.630042 3
685552.736619 2
685557.035024 9
685557.045124 9
685557.052641 10
685557.055225 9
685557.065326 9
685557.075427 9
685557.076865 10
685557.080781 2
685557.090882 2
685557.100971 10
685557.100983 2
685557.111084 2
685557.121185 2
685557.125436 10
685557.131286 2
685557.141387 2
685557.149712 10
685557.151488 2
685557.161589 2
685557.171690 2
685557.173560 10
685557.181791 2
685557.191892 2
685557.196550 10
685557.201993 2
685557.212094 2
685557.220184 10
685557.222195 2
685557.232296 2
685557.242397 2
685557.242765 10
685557.252498 2
685557.262599 2
685557.265682 10
685557.272699 2
685557.282801 2
685557.288894 10
685557.292902 2
685557.303003 2
685557.311150 10
685557.313104 2
685557.323205 2
685557.332709 10
685557.333305 2
685557.343407 2
685557.353507 2
685557.356605 10
685557.363609 2
685557.373709 2
685557.377599 10
685557.432192 14
685562.052641 14
685562.832596 4
685562.893626 9
685564.858599 14
685570.387231 7
685570.443145 14
685576.765809 14
685579.678929 14
685585.215279 9
685585.271386 14
685589.588581 6
685592.350888 2
685592.461814 4
685596.576310 14
685597.070787 8
685598.537010 14
685604.373772 14
685609.694511 14
685612.093850 14
685619.228750 14
685619.231227 6
685619.287510 4
685623.703133 14
685624.029222 3
685626.447651 14
685628.888888 14
685632.019933 9
685632.182671 14
685636.266269 4
685636.478161 14
685643.288177 14
685643.457432 8
685646.716669 14
685650.658890 14
685656.001492 14
685656.057768 6
685661.006979 14
685661.010361 4
685664.129487 14
685668.025442 14
685668.242526 3
685669.049328 14
685674.242365 14
685674.295681 6
685680.364836 14
685684.456070 9
685684.513069 4
685684.615507 14
685689.453524 14
685694.274540 14
685697.842293 14
685703.251593 14
685708.672408 14
685709.415329 4
685710.822937 14
685713.901251 9
685714.064660 14
685715.865841 2
685722.969623 3
685722.971951 2
685727.496921 2
685728.346163 6
685730.112829 2
685737.838800 14
685737.840858 4
685741.462258 14
685750.987164 2
685753.053798 2
685755.843072 9
685756.203495 2
685765.366017 14
685765.367936 4
685771.387358 14
685774.032856 14
685783.057316 14
685790.851181 14
685790.852847 5
685790.906420 6
685793.881015 14
685796.230201 3
685796.836294 14
685802.495831 14
685802.550071 9
685807.114009 2
685812.096693 6
685812.205306 2
685812.260326 4
685816.876184 2
685821.539065 2
685832.769211 14
685836.530084 6
685836.540184 6
685836.540628 14
685836.550285 6
685836.565154 8
685836.572521 11
685836.583826 9
685836.586729 5
685836.592782 22
685836.636943 7
685836.640943 15
685836.641622 21
685836.641697 10
685836.642068 2
685836.642614 17
685836.643117 3
685836.643836 19
685836.644110 4
685836.644477 14
685836.646696 6
685836.668860 8
685836.688963 18
685836.693053 22
685836.712480 5
685836.718781 23
685836.725362 7
685836.736441 19
685836.756065 20
685836.758359 10
685836.768459 10
685836.779707 20
685836.788707 2
685836.795107 19
685836.813012 19
685836.821808 20
685836.822027 17
685836.828550 19
685836.844675 19
685836.861447 19
685836.875454 19
685836.894781 19
685836.911953 9
685836.912697 11
685837.070873 16
685837.275864 14
685845.364126 2
685852.463390 2
685854.584143 14
685858.996880 3
685859.052586 10
685859.052972 6
685859.054700 15
685859.056317 19
685859.062544 18
685859.063385 8
685859.063576 21
685859.063678 3
685859.063830 16
685859.064271 22
685859.065378 14
685859.065790 4
685859.066572 5
685859.067150 23
685859.068057 2
685859.068986 9
685859.070572 15
685859.075820 11
685859.088470 5
685859.098570 5
685859.102322 8
685859.112423 8
685859.122069 20
685863.599190 9
685868.368718 6
685868.369030 9
685875.188557 9
685878.414004 7
685878.415074 22
685882.440475 2
685885.020464 3
685885.021821 4
685885.242401 2
685894.261741 2
685895.587820 9
685895.591075 8
685895.596892 6
685895.600865 10
685895.601849 19
685895.602583 21
685895.602706 14
685895.602775 2
685895.602928 18
685895.605740 11
685895.605931 4
685895.606375 7
685895.606792 22
685895.607283 17
685895.608659 23
685895.609366 16
685895.613253 20
685895.615210 3
685895.615398 9
685895.615636 15
685895.628012 23
685895.633289 19
685895.641682 20
685895.654906 15
685895.667818 7
685895.672444 6
685895.783769 8
685895.935871 2
685901.254738 2
685907.075631 2
685909.587516 2
685913.750892 4
685913.966351 2
685921.894368 2
685927.015643 2
685928.200882 15
685928.256288 9
685928.276033 17
685928.276391 14
685928.277097 11
685928.277303 9
685928.280187 6
685928.280190 5
685928.282159 7
685928.284053 4
685928.285276 23
685928.285976 22
685928.286522 18
685928.286699 2
685928.287830 21
685928.288439 3
685928.289811 15
685928.291336 10
685928.291935 20
685928.295916 8
685928.297260 11
685928.299221 9
685928.299532 17
685928.303520 7
685928.305381 22
685928.305406 2
685928.306136 19
685928.306326 4
685928.306424 18
685928.309298 5
685928.309858 14
685928.310564 6
685928.311002 16
685928.311623 15
685928.311715 3
685928.313443 23
685928.314752 10
685928.316522 11
685928.316529 9
685928.319083 20
685928.319820 17
685928.320540 8
685928.323118 21
685928.323535 18
685928.323971 19
685928.325054 3
685928.325164 2
685928.328971 14
685928.329012 22
685928.329148 16
685928.329171 4
685928.329898 6
685928.335290 5
685928.336069 7
685928.345119 6
685928.346043 10
685928.346962 9
685928.348791 11
685928.350161 2
685928.351942 15
685928.360771 22
685928.362942 20
685928.363225 23
685928.363276 8
685928.364142 3
685928.365002 19
685928.365582 18
685928.365751 17
685928.367125 21
685928.367921 7
685928.368067 5
685928.368377 16
685928.368425 14
685928.369393 4
685928.369412 6
685928.369444 10
685928.371041 11
685928.371147 2
685928.371850 15
685928.372291 22
685928.372463 9
685928.373397 23
685928.373616 20
685928.373728 8
685928.374730 3
685928.376287 19
685928.378017 18
685928.378269 17
685928.379353 5
685928.379891 14
685928.379979 21
685928.381778 7
685928.382367 15
685928.382634 22
685928.382841 11
685928.383100 2
685928.383242 10
685928.383279 6
685928.383450 16
685928.383494 4
685928.384822 20
685928.384991 8
685928.385650 23
685928.386835 19
685928.386973 9
685928.387876 3
685928.389860 17
685928.390536 18
685928.391718 14
685928.391796 21
685928.393197 2
685928.393414 10
685928.393607 15
685928.394060 22
685928.394241 5
685928.394372 6
685928.394540 11
685928.395093 8
685928.395205 7
685928.396093 16
685928.396438 4
685928.396743 20
685928.397935 23
685928.397978 3
685928.398986 19
685928.399530 9
685928.399962 17
685928.400662 18
685928.401820 14
685928.403474 2
685928.403686 10
685928.403743 15
685928.404161 22
685928.404416 21
685928.405194 8
685928.405306 7
685928.405577 5
685928.405883 11
685928.406498 6
685928.406844 20
685928.406953 16
685928.408040 23
685928.408078 3
685928.408208 4
685928.409449 19
685928.410062 17
685928.410764 18
685928.411921 14
685928.412507 9
685928.413788 10
685928.414289 22
685928.414517 15
685928.415295 8
685928.415426 7
685928.415679 5
685928.415708 2
685928.416048 11
685928.416600 6
685928.416945 20
685928.417054 16
685928.417282 21
685928.418137 23
685928.418179 3
685928.418309 4
685928.419550 19
685928.420163 17
685928.420865 18
685928.422022 14
685928.423096 9
685928.423888 10
685928.424943 22
685928.425396 8
685928.425401 15
685928.425720 7
685928.425780 5
685928.426149 11
685928.426701 6
685928.427046 20
685928.427154 16
685928.427452 21
685928.428237 23
685928.428280 3
685928.428410 4
685928.428948 2
685928.429696 19
685928.430967 18
685928.431433 17
685928.432122 14
685928.433990 10
685928.434338 9
685928.435044 22
685928.435497 8
685928.435502 15
685928.435821 7
685928.435881 5
685928.436357 11
685928.436802 6
685928.437147 20
685928.437255 16
685928.437553 21
685928.438339 23
685928.438381 3
685928.438511 4
685928.439404 2
685928.439944 19
685928.441067 18
685928.441534 17
685928.442223 14
685928.444458 9
685928.445145 22
685928.445501 10
685928.445603 15
685928.445982 5
685928.446400 8
685928.446458 11
685928.446903 6
685928.447357 16
685928.447655 21
685928.448129 20
685928.448440 23
685928.448482 3
685928.448612 4
685928.449505 2
685928.449613 7
685928.450044 19
685928.451168 18
685928.451635 17
685928.452324 14
685928.454579 9
685928.455704 15
685928.456082 5
685928.456785 11
685928.457004 6
685928.457457 16
685928.457756 21
685928.458718 23
685928.459085 4
685928.459432 22
685928.459722 10
685928.459935 20
685928.460167 3
685928.460684 19
685928.461269 18
685928.461755 17
685928.461995 8
685928.462352 2
685928.462425 14
685928.464772 9
685928.465029 7
685928.465805 15
685928.466183 5
685928.467168 6
685928.467376 11
685928.467592 16
685928.468843 23
685928.469822 10
685928.469999 4
685928.470040 20
685928.470337 3
685928.471384 18
685928.471808 21
685928.471936 19
685928.471946 17
685928.473533 8
685928.473980 14
685928.474692 22
685928.475031 2
685928.475611 9
685928.475864 7
685928.476421 5
685928.477007 15
685928.477269 6
685928.478230 16
685928.478967 23
685928.480031 10
685928.480129 4
685928.480279 20
685928.481664 11
685928.482014 21
685928.482331 19
685928.483008 18
685928.483634 8
685928.484486 3
685928.484819 22
685928.485711 9
685928.488113 14
685928.488331 16
685928.489175 2
685928.491318 23
685928.491504 4
685928.493109 18
685928.493735 8
685928.494010 17
685928.494748 3
685928.494920 22
685928.498432 16
685928.498529 7
685928.501554 15
685928.503836 8
685928.504576 6
685928.505021 22
685928.505261 5
685928.506450 9
685928.506579 10
685928.506843 18
685928.508013 21
685928.508278 23
685928.508399 20
685928.508533 16
685928.508631 7
685928.508943 19
685928.511070 11
685928.511655 15
685928.511959 17
685928.512016 14
685928.513465 4
685928.513899 2
685928.513937 8
685928.513961 3
685928.515378 6
685928.515580 5
685928.516747 9
685928.516970 18
685928.517803 10
685928.518380 23
685928.518500 20
685928.518634 16
685928.518732 7
685928.519044 19
685928.519633 22
685928.521757 15
685928.522117 17
685928.522117 14
685928.523865 11
685928.524000 2
685928.524041 8
685928.524062 3
685928.524202 4
685928.524394 21
685928.525479 6
685928.525704 5
685928.527071 18
685928.527913 10
685928.528601 20
685928.528785 16
685928.528919 9
685928.529212 23
685928.530269 7
685928.530977 19
685928.531858 15
685928.532218 17
685928.532570 14
685928.533966 11
685928.534101 2
685928.534140 8
685928.535086 22
685928.535396 21
685928.535580 6
685928.535624 3
685928.535800 4
685928.535805 5
685928.537172 18
685928.538771 10
685928.538887 16
685928.539152 20
685928.539313 23
685928.540369 7
685928.542186 9
685928.542319 17
685928.543863 14
685928.544068 11
685928.544201 2
685928.544240 8
685928.545263 22
685928.545681 6
685928.545725 3
685928.545907 5
685928.546653 15
685928.547273 18
685928.548704 19
685928.548872 10
685928.550471 7
685928.550487 16
685928.551062 4
685928.551534 23
685928.552420 17
685928.553963 14
685928.554168 11
685928.554341 8
685928.554534 9
685928.555494 2
685928.555826 3
685928.556008 5
685928.557374 18
685928.557481 22
685928.557865 6
685928.558451 21
685928.558872 19
685928.558973 10
685928.561477 15
685928.561635 23
685928.561795 4
685928.561964 16
685928.562465 7
685928.562521 17
685928.562558 20
685928.564269 11
685928.564442 8
685928.564635 9
685928.565595 2
685928.565927 3
685928.566108 5
685928.567475 18
685928.567582 22
685928.568152 6
685928.568427 14
685928.568552 21
685928.568973 19
685928.569074 10
685928.571735 15
685928.571837 23
685928.572067 16
685928.572383 4
685928.572566 7
685928.572622 17
685928.573643 20
685928.574370 11
685928.574543 8
685928.574737 9
685928.576028 3
685928.576209 5
685928.577601 18
685928.577682 22
685928.578067 6
685928.578528 14
685928.578653 21
685928.579096 2
685928.579113 19
685928.579175 10
685928.581679 15
685928.581938 23
685928.582167 16
685928.582485 4
685928.582667 7
685928.582724 17
685928.583744 20
685928.584470 11
685928.584644 8
685928.584837 9
685928.586129 3
685928.586310 5
685928.587701 18
685928.587784 22
685928.588168 6
685928.588629 14
685928.588754 21
685928.589197 2
685928.589214 19
685928.589276 10
685928.591781 15
685928.592040 23
685928.592557 16
685928.592585 4
685928.592795 7
685928.592824 17
685928.593845 20
685928.594572 11
685928.594745 8
685928.594938 9
685928.596230 3
685928.596411 5
685928.597803 18
685928.597885 22
685928.598290 6
685928.598730 14
685928.598855 21
685928.599315 19
685928.599377 10
685928.599386 2
685928.601881 15
685928.602140 23
685928.602658 16
685928.602686 4
685928.602896 7
685928.602925 17
685928.603946 20
685928.604673 11
685928.604847 8
685928.605039 9
685928.606331 3
685928.606512 5
685928.607904 18
685928.607986 22
685928.608390 6
685928.608831 14
685928.608956 21
685928.609416 19
685928.609478 10
685928.609487 2
685928.611982 15
685928.612242 23
685928.612759 16
685928.612788 4
685928.612997 7
685928.613735 17
685928.614046 20
685928.614774 11
685928.614947 8
685928.615414 9
685928.616432 3
685928.616613 5
685928.618005 18
685928.618086 22
685928.618492 6
685928.618952 14
685928.619057 21
685928.619517 19
685928.619579 10
685928.619588 2
685928.622083 15
685928.622342 23
685928.622861 16
685928.622889 4
685928.623097 7
685928.623915 17
685928.624156 20
685928.624875 11
685928.625048 8
685928.625514 9
685928.626533 3
685928.628105 18
685928.628187 22
685928.628593 6
685928.629157 21
685928.629259 5
685928.629618 19
685928.629680 10
685928.631393 2
685928.632184 15
685928.632444 23
685928.633039 4
685928.634248 20
685928.634794 7
685928.634977 11
685928.635310 8
685928.635616 9
685928.635905 14
685928.637775 3
685928.638206 18
685928.638694 6
685928.639091 22
685928.639258 21
685928.639306 17
685928.639617 5
685928.640250 10
685928.640625 19
685928.641735 16
685928.642285 15
685928.642545 23
685928.643245 2
685928.643863 4
685928.644350 20
685928.644896 7
685928.645077 11
685928.645411 8
685928.645717 9
685928.646832 14
685928.647876 3
685928.648795 6
685928.649191 22
685928.649301 18
685928.649360 21
685928.649407 17
685928.649718 5
685928.650351 10
685928.650721 19
685928.652386 15
685928.652646 23
685928.653026 16
685928.653519 2
685928.654451 20
685928.655037 7
685928.655106 4
685928.655178 11
685928.655511 8
685928.655818 9
685928.656933 14
685928.657978 3
685928.658896 6
685928.659293 22
685928.659402 18
685928.659460 21
685928.659535 17
685928.659819 5
685928.660452 10
685928.660823 19
685928.662510 15
685928.662747 23
685928.663128 16
685928.663620 2
685928.664551 20
685928.665860 11
685928.665919 9
685928.665991 8
685928.666140 7
685928.667034 14
685928.668078 3
685928.668203 4
685928.668997 6
685928.669394 22
685928.669562 21
685928.669696 18
685928.669920 5
685928.670553 10
685928.671217 17
685928.671434 19
685928.673081 15
685928.673722 2
685928.673758 23
685928.674523 16
685928.674652 20
685928.675961 11
685928.676020 9
685928.677136 14
685928.677726 7
685928.678179 3
685928.678305 4
685928.678786 8
685928.679098 6
685928.679495 22
685928.679662 21
685928.679798 18
685928.680022 5
685928.680654 10
685928.681386 17
685928.681535 19
685928.683182 15
685928.683822 2
685928.683935 23
685928.684625 16
685928.684754 20
685928.686061 11
685928.686121 9
685928.687235 14
685928.687903 7
685928.688281 3
685928.688406 4
685928.688887 8
685928.689200 6
685928.689596 22
685928.689764 21
685928.689899 18
685928.690123 5
685928.690756 10
685928.691487 17
685928.691663 19
685928.693308 15
685928.693924 2
685928.694041 23
685928.694854 20
685928.694870 16
685928.696162 11
685928.696222 9
685928.697337 14
685928.698004 7
685928.698382 3
685928.698506 4
685928.698989 8
685928.699300 6
685928.699697 22
685928.699865 21
685928.700000 18
685928.700223 5
685928.700856 10
685928.701588 17
685928.701762 19
685928.703410 15
685928.704025 2
685928.704137 23
685928.704956 20
