1785357544.903786137	1132163	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 76c0e0df-6ce4-436c-b101-0775accc2483 
1785357544.903786137	1132248	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 76c0e0df-6ce4-436c-b101-0775accc2483 
1785357544.903786137	1132251	bash 
1785357545.410009765	1132163	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 76c0e0df-6ce4-436c-b101-0775accc2483 
1785357545.410009765	1132248	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 76c0e0df-6ce4-436c-b101-0775accc2483 
1785357545.410009765	1132251	bash 
1785357545.916222924	1132163	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 76c0e0df-6ce4-436c-b101-0775accc2483 
1785357545.916222924	1132248	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 76c0e0df-6ce4-436c-b101-0775accc2483 
1785357545.916222924	1132251	bash 
1785357546.422467829	1132163	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 76c0e0df-6ce4-436c-b101-0775accc2483 
1785357546.422467829	1132248	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 76c0e0df-6ce4-436c-b101-0775accc2483 
1785357546.422467829	1132251	bash 
1785357546.928549185	1132163	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 76c0e0df-6ce4-436c-b101-0775accc2483 
1785357546.928549185	1132248	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 76c0e0df-6ce4-436c-b101-0775accc2483 
1785357546.928549185	1132251	bash 
1785357547.434837303	1132163	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 76c0e0df-6ce4-436c-b101-0775accc2483 
1785357547.434837303	1132248	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 76c0e0df-6ce4-436c-b101-0775accc2483 
1785357547.434837303	1132251	bash 
1785357547.940849603	1132163	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 76c0e0df-6ce4-436c-b101-0775accc2483 
1785357547.940849603	1132248	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 76c0e0df-6ce4-436c-b101-0775accc2483 
1785357547.940849603	1132251	bash 
1785357548.446981836	1132163	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 76c0e0df-6ce4-436c-b101-0775accc2483 
1785357548.446981836	1132248	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 76c0e0df-6ce4-436c-b101-0775accc2483 
1785357548.446981836	1132251	bash 
1785357548.953027673	1132163	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 76c0e0df-6ce4-436c-b101-0775accc2483 
1785357548.953027673	1132248	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 76c0e0df-6ce4-436c-b101-0775accc2483 
1785357548.953027673	1132251	bash 
1785357548.953027673	1133041	python3 /root/tools/edit_anthropic/bin/str_replace_editor view /testbed/packages/compiler-core/__tests__/parse.spec.ts --view_range 1900 2110 
