win	group	t_start	t_end	alive_after
000	cache	1785330071.937838	1785330073.981140	1
001	cache	1785330073.987396	1785330076.009239	1
002	cache	1785330076.015791	1785330078.038998	1
003	cache	1785330078.045280	1785330080.068186	1
004	cache	1785330080.074364	1785330082.095607	1
005	cache	1785330082.101827	1785330084.124265	1
006	cache	1785330084.130190	1785330086.152080	1
007	cache	1785330086.158214	1785330088.180295	1
008	cache	1785330088.187858	1785330090.210239	1
009	cache	1785330090.216243	1785330092.239206	1
010	cache	1785330092.245922	1785330094.267564	1
011	cache	1785330094.273737	1785330096.296284	1
012	cache	1785330096.302511	1785330098.323685	1
013	cache	1785330098.329899	1785330100.353571	1
014	cache	1785330100.360316	1785330102.383490	1
015	cache	1785330102.389551	1785330104.411592	1
016	cache	1785330104.418195	1785330106.441170	1
017	cache	1785330106.447394	1785330108.469394	1
018	cache	1785330108.476106	1785330110.500719	1
019	cache	1785330110.507411	1785330112.529439	0
