# started on Wed Jul 29 15:01:11 2026

10.009889329,6466944048,,slots,measured.slice/glm-rep-babel-r4.scope,341857704,100.00,,
10.009889329,1907890173,,topdown-retiring,measured.slice/glm-rep-babel-r4.scope,341857704,100.00,,
10.009889329,1177049191,,topdown-bad-spec,measured.slice/glm-rep-babel-r4.scope,341857704,100.00,,
10.009889329,2438697271,,topdown-fe-bound,measured.slice/glm-rep-babel-r4.scope,341857704,100.00,,
10.009889329,995932654,,topdown-be-bound,measured.slice/glm-rep-babel-r4.scope,341857704,100.00,,
10.009889329,99096449,,topdown-heavy-ops,measured.slice/glm-rep-babel-r4.scope,341857704,100.00,,
10.009889329,1106557390,,topdown-br-mispredict,measured.slice/glm-rep-babel-r4.scope,341857704,100.00,,
10.009889329,1584704074,,topdown-fetch-lat,measured.slice/glm-rep-babel-r4.scope,341857704,100.00,,
10.009889329,646468135,,topdown-mem-bound,measured.slice/glm-rep-babel-r4.scope,341857704,100.00,,
10.009889329,61376608224,,slots,measured.slice/docker-7bbfbee29a0312ede14583a5e5fd62ff35c402a41395ba2a635c15beb905cb48.scope,3769088626,100.00,,
10.009889329,20920035613,,topdown-retiring,measured.slice/docker-7bbfbee29a0312ede14583a5e5fd62ff35c402a41395ba2a635c15beb905cb48.scope,3769088626,100.00,,
10.009889329,6220192949,,topdown-bad-spec,measured.slice/docker-7bbfbee29a0312ede14583a5e5fd62ff35c402a41395ba2a635c15beb905cb48.scope,3769088626,100.00,,
10.009889329,19494953902,,topdown-fe-bound,measured.slice/docker-7bbfbee29a0312ede14583a5e5fd62ff35c402a41395ba2a635c15beb905cb48.scope,3769088626,100.00,,
10.009889329,15113360883,,topdown-be-bound,measured.slice/docker-7bbfbee29a0312ede14583a5e5fd62ff35c402a41395ba2a635c15beb905cb48.scope,3769088626,100.00,,
10.009889329,2066547689,,topdown-heavy-ops,measured.slice/docker-7bbfbee29a0312ede14583a5e5fd62ff35c402a41395ba2a635c15beb905cb48.scope,3769088626,100.00,,
