1785360200.591277084	1483558	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 460a523b-f267-4557-b088-495d2e2f8f8a 
1785360200.591277084	1483642	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 460a523b-f267-4557-b088-495d2e2f8f8a 
1785360200.591277084	1483646	bash 
1785360201.097415022	1483558	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 460a523b-f267-4557-b088-495d2e2f8f8a 
1785360201.097415022	1483642	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 460a523b-f267-4557-b088-495d2e2f8f8a 
1785360201.097415022	1483646	bash 
1785360201.603571417	1483558	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 460a523b-f267-4557-b088-495d2e2f8f8a 
1785360201.603571417	1483642	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 460a523b-f267-4557-b088-495d2e2f8f8a 
1785360201.603571417	1483646	bash 
1785360202.109664810	1483558	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 460a523b-f267-4557-b088-495d2e2f8f8a 
1785360202.109664810	1483642	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 460a523b-f267-4557-b088-495d2e2f8f8a 
1785360202.109664810	1483646	bash 
1785360202.615365360	1483558	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 460a523b-f267-4557-b088-495d2e2f8f8a 
1785360202.615365360	1483642	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 460a523b-f267-4557-b088-495d2e2f8f8a 
1785360202.615365360	1483646	bash 
1785360203.122949908	1483558	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 460a523b-f267-4557-b088-495d2e2f8f8a 
1785360203.122949908	1483642	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 460a523b-f267-4557-b088-495d2e2f8f8a 
1785360203.122949908	1483646	bash 
1785360203.629212527	1483558	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 460a523b-f267-4557-b088-495d2e2f8f8a 
1785360203.629212527	1483642	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 460a523b-f267-4557-b088-495d2e2f8f8a 
1785360203.629212527	1483646	bash 
1785360204.135314894	1483558	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 460a523b-f267-4557-b088-495d2e2f8f8a 
1785360204.135314894	1483642	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 460a523b-f267-4557-b088-495d2e2f8f8a 
1785360204.135314894	1483646	bash 
1785360204.641253468	1483558	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 460a523b-f267-4557-b088-495d2e2f8f8a 
1785360204.641253468	1483642	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 460a523b-f267-4557-b088-495d2e2f8f8a 
1785360204.641253468	1483646	bash 
1785360205.147609871	1483558	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 460a523b-f267-4557-b088-495d2e2f8f8a 
1785360205.147609871	1483642	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 460a523b-f267-4557-b088-495d2e2f8f8a 
1785360205.147609871	1483646	bash 
1785360205.147609871	1484511	python3 /root/tools/edit_anthropic/bin/_state_anthropic 
1785360205.655128956	1483558	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 460a523b-f267-4557-b088-495d2e2f8f8a 
1785360205.655128956	1483642	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 460a523b-f267-4557-b088-495d2e2f8f8a 
1785360205.655128956	1483646	bash 
1785360205.655128956	1484578	/usr/local/bin/ruby -e require 'rubocop'; puts RuboCop::Version.version 
1785360206.162586728	1483558	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 460a523b-f267-4557-b088-495d2e2f8f8a 
1785360206.162586728	1483642	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 460a523b-f267-4557-b088-495d2e2f8f8a 
1785360206.162586728	1483646	bash 
1785360206.162586728	1484578	/usr/local/bin/ruby -e require 'rubocop'; puts RuboCop::Version.version 
1785360206.669500689	1483558	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 460a523b-f267-4557-b088-495d2e2f8f8a 
1785360206.669500689	1483642	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 460a523b-f267-4557-b088-495d2e2f8f8a 
1785360206.669500689	1483646	bash 
1785360206.669500689	1484736	/usr/local/bin/ruby /usr/local/bin/bundle exec ruby /tmp/repro.rb 
1785360207.176765635	1483558	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 460a523b-f267-4557-b088-495d2e2f8f8a 
1785360207.176765635	1483642	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 460a523b-f267-4557-b088-495d2e2f8f8a 
1785360207.176765635	1483646	bash 
1785360207.176765635	1484736	/usr/local/bin/ruby /tmp/repro.rb 
1785360207.684067030	1483558	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 460a523b-f267-4557-b088-495d2e2f8f8a 
1785360207.684067030	1483642	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 460a523b-f267-4557-b088-495d2e2f8f8a 
1785360207.684067030	1483646	bash 
1785360208.191599504	1483558	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 460a523b-f267-4557-b088-495d2e2f8f8a 
1785360208.191599504	1483642	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 460a523b-f267-4557-b088-495d2e2f8f8a 
1785360208.191599504	1483646	bash 
1785360208.191599504	1484911	/usr/local/bundle/bin/rubocop --only Style/SoleNestedConditional -a /tmp/reprodir/test.rb                          
1785360208.191599504	1484912	head -40 
1785360208.699611768	1483558	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 460a523b-f267-4557-b088-495d2e2f8f8a 
1785360208.699611768	1483642	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 460a523b-f267-4557-b088-495d2e2f8f8a 
1785360208.699611768	1483646	bash 
1785360208.699611768	1484911	/usr/local/bundle/bin/rubocop --only Style/SoleNestedConditional -a /tmp/reprodir/test.rb                          
1785360208.699611768	1484912	head -40 
1785360209.208266269	1483558	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 460a523b-f267-4557-b088-495d2e2f8f8a 
1785360209.208266269	1483642	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 460a523b-f267-4557-b088-495d2e2f8f8a 
1785360209.208266269	1483646	bash 
1785360209.714532600	1483558	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 460a523b-f267-4557-b088-495d2e2f8f8a 
1785360209.714532600	1483642	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 460a523b-f267-4557-b088-495d2e2f8f8a 
1785360209.714532600	1483646	bash 
1785360210.220750176	1483558	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 460a523b-f267-4557-b088-495d2e2f8f8a 
1785360210.220750176	1483642	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 460a523b-f267-4557-b088-495d2e2f8f8a 
1785360210.220750176	1483646	bash 
1785360210.726573048	1483558	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 460a523b-f267-4557-b088-495d2e2f8f8a 
1785360210.726573048	1483642	/root/python3.11/bin/python3.11 /root/python3.11/bin/swerex-remote --auth-token 460a523b-f267-4557-b088-495d2e2f8f8a 
1785360210.726573048	1483646	bash 
1785360211.232687282	1483558	/bin/sh -c /root/python3.11/bin/swerex-remote --auth-token 460a523b-f267-4557-b088-495d2e2f8f8a 
