1785358223.755282 cpu0 1815231 4032 656536 59623305 118842 0 2571
1785358223.755282 cpu1 1846373 3630 607637 59652363 117136 0 6218
1785358223.755282 cpu2 1260210 22 260280 60981400 5952 0 0
1785358223.755282 cpu3 532516 8 158265 61836909 2173 0 0
1785358223.755282 cpu4 443579 7 130405 61964210 1720 0 0
1785358223.755282 cpu5 388084 9 117651 62038353 1092 0 0
1785358223.755282 cpu6 373769 4 113772 62057970 1428 0 0
1785358223.755282 cpu7 850766 12 173463 61504620 3976 0 0
1785358223.755282 cpu8 377449 17 117982 62051187 798 0 0
1785358223.755282 cpu9 365430 8 112038 62070622 735 0 0
1785358223.755282 cpu10 355821 2 110688 62081262 671 0 0
1785358223.755282 cpu11 348733 10 109165 62090184 614 0 0
1785358223.755282 cpu12 1440031 10792 333777 60483497 163218 0 4693
1785358223.755282 cpu13 1050994 3205 354332 60878620 140611 0 3324
1785358223.755282 cpu14 451309 7 124816 61970380 1894 0 0
1785358223.755282 cpu15 271882 0 72653 62218895 646 0 0
1785358223.755282 cpu16 264586 1 65016 62237219 384 0 0
1785358223.755282 cpu17 258452 2 59014 62251526 279 0 0
1785358223.755282 cpu18 254877 1 56055 62259781 290 0 0
1785358223.755282 cpu19 377796 0 82426 62102748 1574 0 0
1785358223.755282 cpu20 240242 1 53775 62278825 274 0 0
1785358223.755282 cpu21 239833 2 51450 62277806 208 0 0
1785358223.755282 cpu22 239416 7 50319 62283824 188 0 0
1785358223.755282 cpu23 246205 0 49595 62277913 271 0 0
1785358223.863508 cpu0 1815234 4032 656543 59623305 118842 0 2571
1785358223.863508 cpu1 1846374 3630 607639 59652371 117136 0 6218
1785358223.863508 cpu2 1260210 22 260280 60981410 5952 0 0
1785358223.863508 cpu3 532516 8 158265 61836919 2173 0 0
1785358223.863508 cpu4 443579 7 130405 61964221 1720 0 0
1785358223.863508 cpu5 388084 9 117651 62038363 1092 0 0
1785358223.863508 cpu6 373769 4 113772 62057981 1428 0 0
1785358223.863508 cpu7 850766 12 173463 61504631 3976 0 0
1785358223.863508 cpu8 377449 17 117982 62051197 798 0 0
1785358223.863508 cpu9 365430 8 112038 62070633 735 0 0
1785358223.863508 cpu10 355821 2 110688 62081273 671 0 0
1785358223.863508 cpu11 348733 10 109165 62090195 614 0 0
1785358223.863508 cpu12 1440035 10792 333784 60483497 163218 0 4693
1785358223.863508 cpu13 1050995 3205 354333 60878628 140611 0 3324
1785358223.863508 cpu14 451309 7 124816 61970391 1894 0 0
1785358223.863508 cpu15 271882 0 72653 62218906 646 0 0
1785358223.863508 cpu16 264586 1 65016 62237229 384 0 0
1785358223.863508 cpu17 258452 2 59014 62251537 279 0 0
1785358223.863508 cpu18 254877 1 56055 62259791 290 0 0
1785358223.863508 cpu19 377796 0 82427 62102758 1574 0 0
1785358223.863508 cpu20 240242 1 53775 62278836 274 0 0
1785358223.863508 cpu21 239833 2 51450 62277817 208 0 0
1785358223.863508 cpu22 239416 7 50319 62283835 188 0 0
1785358223.863508 cpu23 246205 0 49595 62277924 271 0 0
1785358223.965742 cpu0 1815238 4032 656546 59623308 118842 0 2571
1785358223.965742 cpu1 1846376 3630 607640 59652377 117136 0 6218
1785358223.965742 cpu2 1260210 22 260280 60981420 5952 0 0
1785358223.965742 cpu3 532516 8 158265 61836930 2173 0 0
1785358223.965742 cpu4 443579 7 130405 61964231 1720 0 0
1785358223.965742 cpu5 388084 9 117651 62038374 1092 0 0
1785358223.965742 cpu6 373769 4 113772 62057991 1428 0 0
1785358223.965742 cpu7 850766 12 173463 61504641 3976 0 0
1785358223.965742 cpu8 377449 17 117982 62051208 798 0 0
1785358223.965742 cpu9 365430 8 112038 62070643 735 0 0
1785358223.965742 cpu10 355821 2 110688 62081283 671 0 0
1785358223.965742 cpu11 348733 10 109165 62090205 614 0 0
1785358223.965742 cpu12 1440041 10792 333788 60483497 163218 0 4693
1785358223.965742 cpu13 1050995 3205 354334 60878638 140611 0 3324
1785358223.965742 cpu14 451309 7 124816 61970401 1894 0 0
1785358223.965742 cpu15 271882 0 72653 62218916 646 0 0
1785358223.965742 cpu16 264586 1 65016 62237239 384 0 0
1785358223.965742 cpu17 258452 2 59014 62251547 279 0 0
1785358223.965742 cpu18 254877 1 56055 62259802 290 0 0
1785358223.965742 cpu19 377796 0 82427 62102769 1574 0 0
1785358223.965742 cpu20 240242 1 53775 62278846 274 0 0
1785358223.965742 cpu21 239833 2 51450 62277827 208 0 0
1785358223.965742 cpu22 239416 7 50319 62283845 188 0 0
1785358223.965742 cpu23 246205 0 49595 62277934 271 0 0
1785358224.068595 cpu0 1815238 4032 656546 59623318 118842 0 2571
1785358224.068595 cpu1 1846379 3630 607647 59652377 117136 0 6218
